Cod;Country;Citycode;City;Population2000;PM10Concentration1999;Region;IncomeGroup
CHN;China;1560151;Xining;881570;95;East Asia & Pacific;Upper middle income
CHN;China;1560180;Xinji;735271;79;East Asia & Pacific;Upper middle income
CHN;China;1560037;Xinxiang;2236671;117;East Asia & Pacific;Upper middle income
CHN;China;1560307;Xinyang;345127;84;East Asia & Pacific;Upper middle income
CHN;China;1560176;Xinyi;749761;96;East Asia & Pacific;Upper middle income
CHN;China;1560173;Xinyu;768411;78;East Asia & Pacific;Upper middle income
CHN;China;1560223;Xinzhu;548390;86;East Asia & Pacific;Upper middle income
CHN;China;1560131;Xuanzhou;971478;58;East Asia & Pacific;Upper middle income
CHN;China;1560065;Xuchang;1729394;106;East Asia & Pacific;Upper middle income
CHN;China;1560309;Xuzhou;325582;93;East Asia & Pacific;Upper middle income
CHN;China;1560035;Xuzhou (Jiangsu Sheng);2308604;103;East Asia & Pacific;Upper middle income
CHN;China;1560293;Ya'an;375973;74;East Asia & Pacific;Upper middle income
CHN;China;1560235;Yakumshi;525625;66;East Asia & Pacific;Upper middle income
CHN;China;1560281;Yan'an;400891;82;East Asia & Pacific;Upper middle income
CHN;China;1560119;Yangjiang;1098193;60;East Asia & Pacific;Upper middle income
CHN;China;1560182;Yangquan;726238;94;East Asia & Pacific;Upper middle income
CHN;China;1560023;Yangzhou;3498711;88;East Asia & Pacific;Upper middle income
CHN;China;1560297;Yanji;370261;65;East Asia & Pacific;Upper middle income
CHN;China;1560015;Yantai;4048753;62;East Asia & Pacific;Upper middle income
CHN;China;1560155;Yibin;865666;82;East Asia & Pacific;Upper middle income
CHN;China;1560204;Yichang;621950;95;East Asia & Pacific;Upper middle income
CHN;China;1560116;Yichun (Heilongjiang Sheng);1114610;69;East Asia & Pacific;Upper middle income
CHN;China;1560124;Yichun (Jiangxi Sheng);1056328;79;East Asia & Pacific;Upper middle income
CHN;China;1560201;Yinchuan;634324;111;East Asia & Pacific;Upper middle income
CHN;China;1560178;Yingcheng;737574;78;East Asia & Pacific;Upper middle income
CHN;China;1560183;Yingkow;722045;86;East Asia & Pacific;Upper middle income
CHN;China;1560310;Yining;324784;75;East Asia & Pacific;Upper middle income
CHN;China;1560349;Yintan;170838;70;East Asia & Pacific;Upper middle income
CHN;China;1560231;Yiyang;527677;90;East Asia & Pacific;Upper middle income
CHN;China;1560109;Yongzhou;1194724;81;East Asia & Pacific;Upper middle income
CHN;China;1560166;Yuanjiang;814005;82;East Asia & Pacific;Upper middle income
CHN;China;1560376;Yuanlin;147215;51;East Asia & Pacific;Upper middle income
CHN;China;1560212;Yuci;590164;92;East Asia & Pacific;Upper middle income
CHN;China;1560091;Yueyang;1361584;80;East Asia & Pacific;Upper middle income
CHN;China;1560070;Yulin (Hunan);1671985;72;East Asia & Pacific;Upper middle income
CHN;China;1560260;Yulin (Shanxi);466615;82;East Asia & Pacific;Upper middle income
CHN;China;1560343;Yumen;200387;39;East Asia & Pacific;Upper middle income
CHN;China;1560203;Yuncheng;621956;106;East Asia & Pacific;Upper middle income
CHN;China;1560280;Yuxi;405891;69;East Asia & Pacific;Upper middle income
CHN;China;1560244;Zalantun;508412;75;East Asia & Pacific;Upper middle income
CHN;China;1560016;Zaozhuang;4032714;95;East Asia & Pacific;Upper middle income
CHN;China;1560149;Zhangjiakou;909228;79;East Asia & Pacific;Upper middle income
CHN;China;1560205;Zhangshu;618023;81;East Asia & Pacific;Upper middle income
CHN;China;1560226;Zhangye;543907;63;East Asia & Pacific;Upper middle income
CHN;China;1560272;Zhangzhou;431621;81;East Asia & Pacific;Upper middle income
CHN;China;1560093;Zhanjiang;1324944;83;East Asia & Pacific;Upper middle income
CHN;China;1560268;Zhaoqing;440743;92;East Asia & Pacific;Upper middle income
CHN;China;1560171;Zhaotang;782698;82;East Asia & Pacific;Upper middle income
CHN;China;1560039;Zhengzhou;2213935;116;East Asia & Pacific;Upper middle income
CHN;China;1560074;Zhenjiang;1617176;89;East Asia & Pacific;Upper middle income
CHN;China;1560315;Zhoukou;310438;108;East Asia & Pacific;Upper middle income
CHN;China;1560159;Zhoushan;849337;38;East Asia & Pacific;Upper middle income
CHN;China;1560275;Zhuhai;418265;64;East Asia & Pacific;Upper middle income
CHN;China;1560312;Zhumadian;314789;88;East Asia & Pacific;Upper middle income
CHN;China;1560051;Zhuzhou;1922730;80;East Asia & Pacific;Upper middle income
CHN;China;1560027;Zibo;3138526;88;East Asia & Pacific;Upper middle income
CHN;China;1560252;Zicheng;486031;73;East Asia & Pacific;Upper middle income
CHN;China;1560107;Zigong;1234520;84;East Asia & Pacific;Upper middle income
CHN;China;1560264;Zixing;455848;43;East Asia & Pacific;Upper middle income
CHN;China;1560249;Zunyi;495044;68;East Asia & Pacific;Upper middle income
CHN;China;1560207;Zuozhou;614753;117;East Asia & Pacific;Upper middle income
HKG;China, Hong Kong SAR;1560004;Hongkong;6743204;38;East Asia & Pacific;High income
COL;Colombia;1700018;Armenia;238851;28;Latin America & Caribbean;Upper middle income
COL;Colombia;1700027;Barrancabermeja;159739;14;Latin America & Caribbean;Upper middle income
COL;Colombia;1700004;Barranquilla;1092974;15;Latin America & Caribbean;Upper middle income
COL;Colombia;1700013;Bello;284355;18;Latin America & Caribbean;Upper middle income
COL;Colombia;1700007;Bucaramanga;452467;12;Latin America & Caribbean;Upper middle income
COL;Colombia;1700022;Buenaventura;214863;12;Latin America & Caribbean;Upper middle income
COL;Colombia;1700002;Cali;1811236;28;Latin America & Caribbean;Upper middle income
COL;Colombia;1700005;Cartagena;679952;11;Latin America & Caribbean;Upper middle income
COL;Colombia;1700029;Cartago;111384;27;Latin America & Caribbean;Upper middle income
COL;Colombia;1700006;Cúcuta;507169;26;Latin America & Caribbean;Upper middle income
COL;Colombia;1700023;Floridablanca;206554;12;Latin America & Caribbean;Upper middle income
COL;Colombia;1700009;Ibagué;375368;15;Latin America & Caribbean;Upper middle income
COL;Colombia;1700024;Itagüi;193786;22;Latin America & Caribbean;Upper middle income
COL;Colombia;1700010;Manizales;334482;13;Latin America & Caribbean;Upper middle income
COL;Colombia;1700003;Medellín;1711556;25;Latin America & Caribbean;Upper middle income
COL;Colombia;1700019;Monteria;232043;13;Latin America & Caribbean;Upper middle income
COL;Colombia;1700014;Neiva;261770;20;Latin America & Caribbean;Upper middle income
COL;Colombia;1700021;Palmira;216502;24;Latin America & Caribbean;Upper middle income
COL;Colombia;1700012;Pasto;288395;23;Latin America & Caribbean;Upper middle income
COL;Colombia;1700008;Pereira;384010;27;Latin America & Caribbean;Upper middle income
COL;Colombia;1700025;Popayan;186942;21;Latin America & Caribbean;Upper middle income
COL;Colombia;1700001;SANTA FE DE BOGOTA;5441764;33;Latin America & Caribbean;Upper middle income
COL;Colombia;1700011;Santa Marta;298198;17;Latin America & Caribbean;Upper middle income
COL;Colombia;1700026;Sincelejo;185824;14;Latin America & Caribbean;Upper middle income
COL;Colombia;1700016;Soacha;245579;24;Latin America & Caribbean;Upper middle income
COL;Colombia;1700015;Soledad;260978;15;Latin America & Caribbean;Upper middle income
COL;Colombia;1700028;Tulua;138077;17;Latin America & Caribbean;Upper middle income
COL;Colombia;1700030;Tunja;89795;18;Latin America & Caribbean;Upper middle income
COL;Colombia;1700020;Valledupar;223333;20;Latin America & Caribbean;Upper middle income
COL;Colombia;1700017;Villavicencio;242722;25;Latin America & Caribbean;Upper middle income
COM;Comoros;1740001;MORONI;42931;51;Sub-Saharan Africa;Lower middle income
COG;Congo;1780001;BRAZZAVILLE;1186476;82;Sub-Saharan Africa;Lower middle income
COG;Congo;1780002;Pointe-Noire;610721;107;Sub-Saharan Africa;Lower middle income
CRI;Costa Rica;1880002;Alajuela;198000;27;Latin America & Caribbean;Upper middle income
CRI;Costa Rica;1880003;Cartago;136211;48;Latin America & Caribbean;Upper middle income
CRI;Costa Rica;1880001;SAN JOSE;1381180;38;Latin America & Caribbean;Upper middle income
CIV;Côte d'Ivoire;3840001;Abidjan;3003093;57;Sub-Saharan Africa;Lower middle income
CIV;Côte d'Ivoire;3840002;Bouake;563842;90;Sub-Saharan Africa;Lower middle income
CIV;Côte d'Ivoire;3840003;Daloa;199144;68;Sub-Saharan Africa;Lower middle income
CIV;Côte d'Ivoire;3840005;Korhogo;175738;113;Sub-Saharan Africa;Lower middle income
CIV;Côte d'Ivoire;3840004;YAMOUSSOUKRO;196448;62;Sub-Saharan Africa;Lower middle income
HRV;Croatia;1910004;Osijek;135793;37;Europe & Central Asia;High income
HRV;Croatia;1910003;Rijeka;175730;26;Europe & Central Asia;High income
HRV;Croatia;1910002;Split;209728;36;Europe & Central Asia;High income
HRV;Croatia;1910001;ZAGREB;907838;39;Europe & Central Asia;High income
CUB;Cuba;1920007;Bayamo;143597;25;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920003;Camagüey;307019;18;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920008;Cienfuegos;135603;19;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920005;Guantánamo;216753;20;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920004;Holguín;252520;24;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920001;LA HABANA;2269676;28;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920010;Las Tunas;132401;21;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920011;Matanzas;127872;20;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920009;Pinar del Río;134112;22;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920006;Santa Clara;214253;22;Latin America & Caribbean;Upper middle income
CUB;Cuba;1920002;Santiago de Cuba;449050;24;Latin America & Caribbean;Upper middle income
CYP;Cyprus;1960002;Limassol;163265;56;Europe & Central Asia;High income
CYP;Cyprus;1960001;NICOSIA;210838;55;Europe & Central Asia;High income
CZE;Czech Republic;2030002;Brno;388283;28;Europe & Central Asia;High income
CZE;Czech Republic;2030007;Hradec Králové;100376;24;Europe & Central Asia;High income
CZE;Czech Republic;2030006;Liberec;100471;21;Europe & Central Asia;High income
CZE;Czech Republic;2030005;Olomouc;105512;27;Europe & Central Asia;High income
CZE;Czech Republic;2030003;Ostrava;324553;32;Europe & Central Asia;High income
CZE;Czech Republic;2030004;Pizen;171265;22;Europe & Central Asia;High income
CZE;Czech Republic;2030001;PRAHA;1210985;27;Europe & Central Asia;High income
CZE;Czech Republic;2030008;Ústí nad Labem;96856;19;Europe & Central Asia;High income
PRK;Democratic People's Republic of Korea;4080007;Anju;261860;63;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080004;Chongjin;677004;53;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080003;Hamhung;855835;78;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080006;Kaesong;395983;82;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080002;Nampo;872849;91;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080001;Pyongyang;3136000;109;East Asia & Pacific;Low income
PRK;Democratic People's Republic of Korea;4080005;Sinuiju;421531;95;East Asia & Pacific;Low income
ZAR;Democratic Republic of the Congo;1800008;Boma;345824;59;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800009;Bukavu;293908;42;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800006;Kananga;522705;32;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800010;Kikwit;261264;30;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800001;KINSHASA;4902588;60;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800005;Kisangani;555758;22;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800004;Kolwezi;728202;46;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800007;Likasi (Jadotville);374253;53;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800002;Lubumbashi;936579;61;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800011;Matadi;242893;52;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800012;Mbandaka;240255;11;Sub-Saharan Africa;Low income
ZAR;Democratic Republic of the Congo;1800003;Mbuji-Mayi;850898;39;Sub-Saharan Africa;Low income
DNK;Denmark;2080004;Alborg;161105;23;Europe & Central Asia;High income
DNK;Denmark;2080002;Arhus;281052;19;Europe & Central Asia;High income
DNK;Denmark;2080001;KOBENHAVN;1370767;24;Europe & Central Asia;High income
DNK;Denmark;2080003;Odense;184970;22;Europe & Central Asia;High income
DMA;Dominica;2120001;ROSEAU;16751;28;Latin America & Caribbean;Upper middle income
DOM;Dominican Republic;2140002;Santiago de los Caballeros;817365;39;Latin America & Caribbean;Upper middle income
DOM;Dominican Republic;2140001;SANTO DOMINGO;2526824;39;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180007;Ambato;172201;33;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180003;Cuenca;273958;32;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180012;Esmeraldas;126460;16;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180001;Guayaquil;2120392;26;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180011;Ibarra;128094;27;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180013;Loja;126076;26;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180004;Machala;211998;19;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180008;Manta;168633;30;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180010;Milagro;128231;16;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180006;Portoviejo;180423;24;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180009;Quevedo;129595;22;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180002;QUITO;1597925;34;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180014;Riobamba;125974;35;Latin America & Caribbean;Upper middle income
ECU;Ecuador;2180005;Santo Domingo de los Colorados;196819;21;Latin America & Caribbean;Upper middle income
EGY;Egypt;8180002;Alexandria;3947079;163;Middle East & North Africa;Lower middle income
EGY;Egypt;8180010;Assyût;374856;137;Middle East & North Africa;Lower middle income
EGY;Egypt;8180016;Aswan;256910;88;Middle East & North Africa;Lower middle income
EGY;Egypt;8180023;Banha;158817;149;Middle East & North Africa;Lower middle income
EGY;Egypt;8180018;Beni-Suef;209032;150;Middle East & North Africa;Lower middle income
EGY;Egypt;8180001;CAIRO;7940869;178;Middle East & North Africa;Lower middle income
EGY;Egypt;8180015;Damanhûr;259246;141;Middle East & North Africa;Lower middle income
EGY;Egypt;8180006;El-Mahalla El-Kubra;476452;85;Middle East & North Africa;Lower middle income
EGY;Egypt;8180013;Faiyûm;291944;146;Middle East & North Africa;Lower middle income
EGY;Egypt;8180003;Giza;2503709;76;Middle East & North Africa;Lower middle income
EGY;Egypt;8180012;Ismailia;297783;128;Middle East & North Africa;Lower middle income
EGY;Egypt;8180014;Kafr-El-Dwar;263917;154;Middle East & North Africa;Lower middle income
EGY;Egypt;8180022;Kena;164656;121;Middle East & North Africa;Lower middle income
EGY;Egypt;8180021;Luxer;170495;127;Middle East & North Africa;Lower middle income
EGY;Egypt;8180009;Mansûra;433244;173;Middle East & North Africa;Lower middle income
EGY;Egypt;8180017;Menia;242897;109;Middle East & North Africa;Lower middle income
EGY;Egypt;8180005;Port Said;537176;146;Middle East & North Africa;Lower middle income
EGY;Egypt;8180019;Shebin-El-Kom;184508;146;Middle East & North Africa;Lower middle income
EGY;Egypt;8180004;Shubra-El-Khema;973924;186;Middle East & North Africa;Lower middle income
EGY;Egypt;8180020;Sohag;182173;138;Middle East & North Africa;Lower middle income
EGY;Egypt;8180007;Suez;453097;125;Middle East & North Africa;Lower middle income
EGY;Egypt;8180008;Tanta;443754;157;Middle East & North Africa;Lower middle income
EGY;Egypt;8180011;Zagazig;335151;169;Middle East & North Africa;Lower middle income
SLV;El Salvador;2220008;Apopa;121507;37;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220007;Delgado;126363;45;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220004;Mejicanos;159141;45;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220006;Nueva San Salvador;140574;39;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220005;San Miguel;153985;47;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220001;SAN SALVADOR;500853;43;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220003;Santa Ana;168085;44;Latin America & Caribbean;Lower middle income
SLV;El Salvador;2220002;Soyapango;314879;43;Latin America & Caribbean;Lower middle income
ERI;Eritrea;2320001;ASMARA;535185;80;Sub-Saharan Africa;Low income
EST;Estonia;2330001;TALLINN;407345;19;Europe & Central Asia;High income
EST;Estonia;2330002;Tartu;97637;24;Europe & Central Asia;High income
ETH;Ethiopia;2310001;ADDIS ABABA;3010223;99;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310009;Bahir Dar;150136;72;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310010;Debrezit;137702;39;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310008;Dessie;152393;89;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310002;Diredawa;252871;78;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310003;Gondar;216492;90;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310005;Harar;159753;81;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310007;Jimma;155575;73;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310006;Mekele;155656;32;Sub-Saharan Africa;Low income
ETH;Ethiopia;2310004;Nazerit;191145;33;Sub-Saharan Africa;Low income
FRO;Faeroe Islands;2340001;THORSHAVN;16737;20;Europe & Central Asia;High income
FJI;Fiji;2420001;SUVA;196000;34;East Asia & Pacific;Upper middle income
FIN;Finland;2460004;Espoo;195971;19;Europe & Central Asia;High income
FIN;Finland;2460001;HELSINKI;1094568;22;Europe & Central Asia;High income
FIN;Finland;2460006;Oulu;155798;17;Europe & Central Asia;High income
FIN;Finland;2460003;Tampere;261485;20;Europe & Central Asia;High income
FIN;Finland;2460002;Turku;269137;19;Europe & Central Asia;High income
FIN;Finland;2460005;Vantaa;172785;20;Europe & Central Asia;High income
FRA;France;2500003;Aix-en-Provence;1301116;13;Europe & Central Asia;High income
FRA;France;2500033;Amiens;165051;12;Europe & Central Asia;High income
FRA;France;2500025;Angers;220105;12;Europe & Central Asia;High income
FRA;France;2500037;Besançon;129632;16;Europe & Central Asia;High income
FRA;France;2500006;Bordeaux;736586;24;Europe & Central Asia;High income
FRA;France;2500039;Boulogne-Billancourt;107365;17;Europe & Central Asia;High income
FRA;France;2500027;Brest;212938;9;Europe & Central Asia;High income
FRA;France;2500029;Caen;202434;11;Europe & Central Asia;High income
FRA;France;2500018;Clermont-Ferrand;268972;14;Europe & Central Asia;High income
FRA;France;2500023;Dijon;243622;15;Europe & Central Asia;High income
FRA;France;2500011;Grenoble;427941;24;Europe & Central Asia;High income
FRA;France;2500019;Le Havre;268152;10;Europe & Central Asia;High income
FRA;France;2500030;Le Mans;199820;12;Europe & Central Asia;High income
FRA;France;2500005;Lille;1014187;13;Europe & Central Asia;High income
FRA;France;2500031;Limoges;179778;12;Europe & Central Asia;High income
FRA;France;2500002;Lyon;1334383;17;Europe & Central Asia;High income
FRA;France;2500004;Marseille;1301116;31;Europe & Central Asia;High income
FRA;France;2500028;Metz;204183;15;Europe & Central Asia;High income
FRA;France;2500020;Montpellier;262607;23;Europe & Central Asia;High income
FRA;France;2500024;Mulhouse;236655;19;Europe & Central Asia;High income
FRA;France;2500009;Nantes;523491;12;Europe & Central Asia;High income
FRA;France;2500008;Nice;546812;16;Europe & Central Asia;High income
FRA;France;2500035;Nimes;146520;13;Europe & Central Asia;High income
FRA;France;2500022;Orléans;257013;12;Europe & Central Asia;High income
FRA;France;2500001;PARIS;9851215;12;Europe & Central Asia;High income
FRA;France;2500032;Perpignan;166758;14;Europe & Central Asia;High income
FRA;France;2500026;Reims;218228;14;Europe & Central Asia;High income
FRA;France;2500021;Rennes;258980;11;Europe & Central Asia;High income
FRA;France;2500013;Rouen;401919;13;Europe & Central Asia;High income
FRA;France;2500015;Saint-Etienne;331356;13;Europe & Central Asia;High income
FRA;France;2500012;Strasbourg;410635;26;Europe & Central Asia;High income
FRA;France;2500010;Toulon;462811;16;Europe & Central Asia;High income
FRA;France;2500007;Toulouse;687424;14;Europe & Central Asia;High income
FRA;France;2500016;Tours;298297;13;Europe & Central Asia;High income
FRA;France;2500034;Trappes;157737;13;Europe & Central Asia;High income
FRA;France;2500036;Troyes;138853;14;Europe & Central Asia;High income
FRA;France;2500038;Valence;115525;13;Europe & Central Asia;High income
FRA;France;2500014;Valenciennes;374347;13;Europe & Central Asia;High income
FRA;France;2500017;Villeurbanne;277314;16;Europe & Central Asia;High income
GAB;Gabon;2660001;LIBREVILLE;544078;21;Sub-Saharan Africa;Upper middle income
GMB;Gambia;2700001;BANJUL;229000;93;Sub-Saharan Africa;Low income
GEO;Georgia;2680004;Batumi;135447;84;Europe & Central Asia;Upper middle income
GEO;Georgia;2680002;Kutaisi;233325;83;Europe & Central Asia;Upper middle income
GEO;Georgia;2680003;Rustavi;158186;90;Europe & Central Asia;Upper middle income
GEO;Georgia;2680005;Sukhumi;120617;58;Europe & Central Asia;Upper middle income
GEO;Georgia;2680001;TBILISI;1253627;107;Europe & Central Asia;Upper middle income
DEU;Germany;2760032;Aachen;253040;18;Europe & Central Asia;High income
DEU;Germany;2760029;Augsburg;268396;25;Europe & Central Asia;High income
DEU;Germany;2760080;Bergisch Gladbach;107643;19;Europe & Central Asia;High income
DEU;Germany;2760001;BERLIN;3555278;25;Europe & Central Asia;High income
DEU;Germany;2760018;Bielefeld;331839;21;Europe & Central Asia;High income
DEU;Germany;2760016;Bochum;410749;22;Europe & Central Asia;High income
DEU;Germany;2760021;Bonn;300101;22;Europe & Central Asia;High income
DEU;Germany;2760066;Bottrop;122539;22;Europe & Central Asia;High income
DEU;Germany;2760030;Braunschweig;260225;21;Europe & Central Asia;High income
DEU;Germany;2760010;Bremen;562292;13;Europe & Central Asia;High income
DEU;Germany;2760056;Bremerhaven;133985;19;Europe & Central Asia;High income
DEU;Germany;2760024;Chemnitz;280737;20;Europe & Central Asia;High income
DEU;Germany;2760062;Cottbus;128656;19;Europe & Central Asia;High income
DEU;Germany;2760052;Darmstadt;142398;24;Europe & Central Asia;High income
DEU;Germany;2760007;Dortmund;615330;27;Europe & Central Asia;High income
DEU;Germany;2760015;Dresden;485822;27;Europe & Central Asia;High income
DEU;Germany;2760011;Duisburg;548963;26;Europe & Central Asia;High income
DEU;Germany;2760009;Düsseldorf;586372;26;Europe & Central Asia;High income
DEU;Germany;2760038;Erfurt;218592;28;Europe & Central Asia;High income
DEU;Germany;2760084;Erlangen;103883;21;Europe & Central Asia;High income
DEU;Germany;2760006;Essen;632775;22;Europe & Central Asia;High income
DEU;Germany;2760005;Frankfurt am Main;668059;22;Europe & Central Asia;High income
DEU;Germany;2760040;Freiburg im Breisgau;203257;25;Europe & Central Asia;High income
DEU;Germany;2760075;Fürth;110384;25;Europe & Central Asia;High income
DEU;Germany;2760020;Gelsenkirchen;300582;22;Europe & Central Asia;High income
DEU;Germany;2760061;Gera;129058;16;Europe & Central Asia;High income
DEU;Germany;2760058;Göttingen;130577;20;Europe & Central Asia;High income
DEU;Germany;2760037;Hagen;218873;20;Europe & Central Asia;High income
DEU;Germany;2760022;Halle;297007;17;Europe & Central Asia;High income
DEU;Germany;2760002;Hamburg;1746784;24;Europe & Central Asia;High income
DEU;Germany;2760043;Hamm;188433;20;Europe & Central Asia;High income
DEU;Germany;2760012;Hannover;538372;14;Europe & Central Asia;High income
DEU;Germany;2760053;Heidelberg;142297;23;Europe & Central Asia;High income
DEU;Germany;2760065;Heilbronn;125185;25;Europe & Central Asia;High income
DEU;Germany;2760044;Herne;184347;23;Europe & Central Asia;High income
DEU;Germany;2760078;Hildesheim;108639;21;Europe & Central Asia;High income
DEU;Germany;2760073;Ingolstadt;113570;23;Europe & Central Asia;High income
DEU;Germany;2760082;Jena;104655;20;Europe & Central Asia;High income
DEU;Germany;2760083;Kaiserslautern;104354;21;Europe & Central Asia;High income
DEU;Germany;2760023;Karlsruhe;283655;26;Europe & Central Asia;High income
DEU;Germany;2760039;Kassel;206629;22;Europe & Central Asia;High income
DEU;Germany;2760033;Kiel;252500;18;Europe & Central Asia;High income
DEU;Germany;2760074;Koblenz;112177;22;Europe & Central Asia;High income
DEU;Germany;2760004;Köln;986932;24;Europe & Central Asia;High income
DEU;Germany;2760031;Krefeld;255650;20;Europe & Central Asia;High income
DEU;Germany;2760014;Leipzig;492660;24;Europe & Central Asia;High income
DEU;Germany;2760049;Leverkusen;165713;21;Europe & Central Asia;High income
DEU;Germany;2760036;Lübeck;222055;20;Europe & Central Asia;High income
DEU;Germany;2760047;Ludwigshafen am Rhein;171909;28;Europe & Central Asia;High income
DEU;Germany;2760027;Magdeburg;271744;19;Europe & Central Asia;High income
DEU;Germany;2760042;Mainz;189055;26;Europe & Central Asia;High income
DEU;Germany;2760019;Mannheim;323807;27;Europe & Central Asia;High income
DEU;Germany;2760077;Moers;109577;21;Europe & Central Asia;High income
DEU;Germany;2760026;Mönchengladbach;272454;20;Europe & Central Asia;High income
DEU;Germany;2760045;Mülheim a.d. Ruhr;180746;20;Europe & Central Asia;High income
DEU;Germany;2760003;München;1274527;22;Europe & Central Asia;High income
DEU;Germany;2760028;Münster (Westf.);271240;22;Europe & Central Asia;High income
DEU;Germany;2760051;Neuss;152440;21;Europe & Central Asia;High income
DEU;Germany;2760013;Nürnberg;507737;26;Europe & Central Asia;High income
DEU;Germany;2760035;Oberhausen;230850;22;Europe & Central Asia;High income
DEU;Germany;2760070;Offenbach am Main;119276;25;Europe & Central Asia;High income
DEU;Germany;2760050;Oldenburg;153281;20;Europe & Central Asia;High income
DEU;Germany;2760046;Osnabrück;172080;21;Europe & Central Asia;High income
DEU;Germany;2760055;Paderborn;134667;21;Europe & Central Asia;High income
DEU;Germany;2760068;Pforzheim;120789;24;Europe & Central Asia;High income
DEU;Germany;2760054;Potsdam;141584;20;Europe & Central Asia;High income
DEU;Germany;2760059;Recklinghausen;130188;20;Europe & Central Asia;High income
DEU;Germany;2760063;Regensburg;128620;23;Europe & Central Asia;High income
DEU;Germany;2760064;Remscheid;126021;19;Europe & Central Asia;High income
DEU;Germany;2760076;Reutlingen;110367;24;Europe & Central Asia;High income
DEU;Germany;2760034;Rostock;238213;19;Europe & Central Asia;High income
DEU;Germany;2760041;Saarbrücken;193545;20;Europe & Central Asia;High income
DEU;Germany;2760069;Salzgitter;120668;18;Europe & Central Asia;High income
DEU;Germany;2760067;Schwerin;121128;17;Europe & Central Asia;High income
DEU;Germany;2760072;Siegen;114216;21;Europe & Central Asia;High income
DEU;Germany;2760048;Solingen;169954;19;Europe & Central Asia;High income
DEU;Germany;2760008;Stuttgart;602596;15;Europe & Central Asia;High income
DEU;Germany;2760071;Ulm;117884;25;Europe & Central Asia;High income
DEU;Germany;2760025;Wiesbaden;272462;22;Europe & Central Asia;High income
DEU;Germany;2760079;Witten;107951;19;Europe & Central Asia;High income
DEU;Germany;2760060;Wolfsburg;130010;19;Europe & Central Asia;High income
DEU;Germany;2760017;Wuppertal;392980;21;Europe & Central Asia;High income
DEU;Germany;2760057;Würzburg;131015;23;Europe & Central Asia;High income
DEU;Germany;2760081;Zwickau;107437;15;Europe & Central Asia;High income
GHA;Ghana;2880001;ACCRA;1938218;31;Sub-Saharan Africa;Lower middle income
GHA;Ghana;2880002;Kumasi;699910;32;Sub-Saharan Africa;Lower middle income
